score_id,transaction_id,account_id,risk_score,score_reason,timestamp
1690,4136,97,4.87,Change structure century though.,2022-09-27 18:29:52
1691,221,654,5.03,Yourself audience difficult group.,2024-02-07 05:06:46
1692,3880,478,4.6,Hear house thought.,2021-07-23 22:25:52
1693,3097,73,1.43,Either myself box.,2024-03-03 15:34:36
1694,1336,33,3.6,Support situation white.,2022-10-13 13:33:19
1695,2587,984,3.97,Kitchen person TV.,2020-04-21 17:59:38
1696,4300,716,1.52,Ago smile.,2024-07-02 00:18:41
1697,2737,401,4.52,Physical again.,2022-07-04 11:33:58
1698,4941,462,6.36,Nor compare fund.,2020-07-29 23:00:16
1699,4375,443,8.93,Hot suffer save well.,2021-05-21 06:00:09
1700,2914,999,7.09,Along skill modern fact again.,2024-10-06 19:50:43
1701,3678,657,9.86,Series other news.,2020-02-22 12:52:30
1702,618,867,6.45,To worry.,2024-01-02 00:34:22
1703,3263,186,2.42,Despite yes hot return talk.,2020-08-25 10:47:19
1704,480,231,3.57,Number TV father interesting.,2022-09-22 13:23:20
1705,4464,911,3.65,Claim strong consider with serve.,2022-01-27 16:50:16
1706,587,21,8.19,Image simply.,2020-12-25 12:16:05
1707,4503,521,8.18,Member eight baby toward.,2020-11-14 22:48:47
1708,4661,193,4.63,Him safe compare particularly bad.,2020-03-18 08:14:04
1709,407,213,3.76,Health middle work.,2020-09-17 14:57:14
1710,4502,553,9.47,Force young push.,2021-05-29 19:30:23
1711,3430,655,1.36,Computer job yourself only.,2022-09-28 06:54:21
1712,4804,538,1.28,Media hour.,2021-07-23 12:35:56
1713,1709,257,8.89,Under student beautiful.,2022-10-04 05:38:21
1714,2906,625,9.58,Stay result discussion continue card.,2024-01-11 16:31:12
1715,133,330,5.8,Them throw.,2023-12-25 05:03:28
1716,2103,328,3.0,Must know remain low.,2021-12-23 10:49:48
1717,509,145,3.48,Message under top local area.,2023-05-20 12:32:15
1718,2110,533,6.59,Music prove society open former.,2023-12-05 03:33:18
1719,1150,156,8.95,Store him sound play.,2021-11-29 19:33:24
1720,1928,709,3.21,Voice decade these lay.,2024-12-09 04:50:13
1721,916,983,2.13,Answer almost right remain space.,2022-02-21 23:22:18
1722,2692,151,8.92,Pm order edge.,2024-11-13 11:36:06
1723,2698,6,3.22,Bank suddenly action.,2020-10-19 17:41:26
1724,1584,256,8.76,Man when.,2021-01-01 10:23:32
1725,3470,229,8.54,Side station foot save.,2024-09-19 04:27:42
1726,1085,433,5.02,Less factor way state.,2024-06-14 02:59:12
1727,246,867,5.56,Thank early allow.,2022-10-12 13:52:04
1728,2579,235,7.79,Official story few seat.,2024-03-24 22:33:49
1729,1865,601,1.97,Push check suggest peace kitchen.,2022-07-27 10:39:12
1730,4068,175,1.35,Several race.,2024-12-26 21:30:04
1731,319,940,6.65,Event financial assume interest.,2020-12-28 10:31:50
1732,2322,306,2.41,Industry without plant.,2023-02-24 04:43:45
1733,4922,964,3.7,Feeling police.,2024-02-08 22:52:58
1734,3964,304,5.35,Realize raise threat myself.,2021-04-25 20:19:29
1735,4518,407,7.38,Whole hot simply design.,2024-08-27 06:36:07
1736,467,70,8.94,Side spring pay several.,2020-10-19 20:56:35
1737,563,854,3.56,Member prevent.,2020-01-09 21:31:43
1738,219,553,1.07,Stay staff learn size.,2023-02-18 01:37:45
1739,921,474,3.71,Baby build turn.,2020-08-17 15:19:15
1740,69,932,8.32,Significant wish.,2021-08-04 21:47:49
1741,3458,81,2.24,Evening group new.,2022-12-25 03:35:05
1742,2241,32,8.02,Receive pretty degree guess.,2024-11-20 10:12:18
1743,3178,488,1.43,However animal beyond class.,2021-01-17 15:49:36
1744,3407,525,8.84,Including end tell all.,2022-01-03 03:58:39
1745,304,663,4.1,Continue drop he TV.,2022-02-11 12:48:15
1746,4722,668,7.1,Dinner personal form old write.,2022-11-17 06:28:35
1747,3395,4,7.24,Card democratic rule.,2023-04-02 20:04:11
1748,3987,670,9.21,Activity reality arrive.,2021-06-03 15:49:18
1749,1987,631,2.59,Old various because conference.,2024-03-31 00:18:56
1750,3098,376,4.25,Thing program free.,2024-11-14 04:02:23
1751,4583,946,7.87,Current onto check parent.,2020-02-06 03:54:01
1752,3251,113,1.12,Mouth become how.,2023-02-14 18:00:13
1753,3050,307,7.36,Expect letter focus science.,2022-10-31 08:02:43
1754,1498,884,3.12,Vote should receive.,2022-02-21 10:44:33
1755,654,469,8.9,Court chair pass.,2020-03-19 14:47:00
1756,1787,656,4.85,Rather glass either by.,2020-02-15 19:27:53
1757,502,140,4.37,American as however above.,2022-03-27 08:13:28
1758,4561,211,4.38,Guess art left.,2021-01-17 14:44:30
1759,3006,637,3.93,Down sure item.,2021-02-10 12:48:21
1760,3619,435,8.51,My life themselves at.,2021-03-27 18:06:26
1761,977,965,7.71,Major partner.,2024-07-01 15:47:14
1762,2537,848,2.54,South security themselves likely part.,2024-04-14 14:55:30
1763,2655,741,2.66,Others decide conference me free.,2022-11-18 22:53:33
1764,1505,461,7.4,Loss play situation car practice.,2022-10-10 10:52:49
1765,1048,658,9.9,Relationship but relationship upon woman.,2020-09-08 05:51:59
1766,518,184,2.02,Travel condition service.,2023-09-24 23:13:25
1767,389,989,2.24,Effort serious theory college avoid.,2024-09-04 08:07:29
1768,48,818,5.22,Plant for her product.,2024-04-21 10:18:31
1769,2490,488,3.6,Feeling event maintain window.,2023-03-18 08:28:56
1770,3318,469,7.9,Trade page total behind.,2024-04-04 22:55:52
1771,351,769,7.62,Power window answer.,2024-02-15 15:17:12
1772,2803,139,7.27,Attorney service first chair talk.,2021-08-24 13:50:52
1773,4748,810,7.95,Condition organization difference possible.,2020-04-16 23:19:25
1774,1714,182,7.73,Run else daughter.,2023-05-10 14:21:24
1775,3856,855,9.61,Activity those enter everybody.,2022-10-24 05:44:07
1776,811,735,8.81,Strong certainly.,2022-03-17 21:39:00
1777,481,267,5.48,Collection fear perform.,2023-01-26 05:02:33
1778,2190,9,4.8,Tv spring in before.,2023-04-20 06:42:30
1779,608,540,3.52,Think explain fire.,2024-01-29 20:44:58
1780,1944,133,4.81,Role serve term.,2023-11-08 02:45:46
1781,584,634,3.42,Democrat cup ball.,2023-06-08 16:31:16
1782,2264,14,2.24,Week skill.,2021-08-29 12:47:58
1783,3410,368,5.21,Hard its range.,2023-11-22 02:11:44
1784,312,760,2.64,Black she someone teach.,2023-03-22 04:14:06
1785,2316,275,2.72,Hear approach least.,2020-10-14 22:42:39
1786,1948,810,8.88,Fill themselves cost debate.,2024-08-07 01:25:01
1787,2423,858,9.33,Evening box example.,2023-05-11 05:36:43
1788,1084,6,7.49,Step put red.,2023-10-08 22:10:55
1789,3364,589,9.67,Very like summer.,2020-04-20 04:31:41
1790,1978,492,8.03,Sell plan.,2022-12-10 22:38:31
1791,1256,342,5.77,Organization meet.,2023-03-22 17:56:39
1792,2885,306,9.51,Boy positive represent require story.,2021-10-19 00:47:37
1793,3308,675,9.51,Rule strong.,2023-10-04 01:19:09
1794,4620,571,2.4,Old risk public culture lay.,2022-08-19 21:32:32
1795,4545,211,1.96,Guess interesting onto.,2020-02-15 15:40:40
1796,1259,130,1.05,Themselves simply smile successful feeling.,2024-05-17 23:23:53
1797,834,984,7.19,Few executive sea popular decision.,2022-06-10 14:10:24
1798,4332,457,4.47,They where theory unit.,2021-10-22 01:53:46
1799,2184,572,1.37,Whom but.,2020-11-06 17:04:27
1800,2297,695,1.88,Service check.,2023-12-27 11:53:40
1801,3968,173,9.36,Common fill hair country.,2022-06-23 08:05:43
1802,1058,343,1.09,Beyond professor example.,2024-07-30 19:40:17
1803,3323,718,9.36,Country accept purpose produce.,2023-12-12 12:12:29
1804,3493,209,8.47,Final second size.,2020-08-10 00:43:33
1805,1013,26,8.28,Challenge enter cold.,2022-09-11 10:56:17
1806,1612,681,8.8,Wonder somebody discuss.,2024-12-15 00:45:31
1807,335,437,8.78,Choice relate.,2023-12-27 17:59:38
1808,3499,678,2.97,True evening general behavior in.,2024-01-27 13:53:44
1809,445,116,1.29,Wife score prepare.,2024-04-08 05:24:02
1810,288,998,7.49,Get service ten.,2024-09-02 23:31:22
1811,4657,456,7.31,Add rate important life.,2023-02-25 14:34:58
1812,421,593,1.64,Education pull.,2023-04-22 13:43:26
1813,4458,92,8.72,Collection when establish role.,2021-02-26 04:09:20
1814,2821,532,5.92,We animal test major resource.,2024-01-21 14:37:56
1815,3767,590,8.71,Sister public course fire wind.,2023-05-13 18:18:21
1816,296,788,7.76,Management indeed.,2020-04-05 13:46:14
1817,1452,414,6.05,Recently city goal commercial.,2020-02-19 19:57:50
1818,1645,977,5.22,Business break.,2021-01-01 23:23:21
1819,1999,219,9.29,Drive foot upon above.,2024-09-19 10:28:43
1820,643,984,9.4,Southern key company entire true.,2021-12-26 14:46:22
1821,4660,196,1.86,Sister edge miss.,2024-01-25 19:53:42
1822,1208,173,8.8,Land public.,2024-07-05 13:09:02
1823,2201,45,7.06,Air lead the.,2021-11-02 01:12:14
1824,662,789,4.86,Research resource they buy worker.,2020-05-11 15:55:27
1825,1196,517,2.15,Land three.,2021-09-19 01:36:21
1826,4048,123,2.01,Reduce possible bit.,2023-08-01 16:03:29
1827,3683,681,5.98,Because else it leader.,2024-11-16 13:27:54
1828,1407,379,5.7,Network page cell.,2023-09-19 10:17:13
1829,3105,241,7.43,Line very show.,2024-05-29 09:24:55
1830,2942,114,1.33,Space organization head give same.,2020-07-25 18:31:13
1831,4827,127,4.15,War traditional section right.,2024-12-09 05:07:57
1832,2799,132,7.98,Plan attack their.,2023-08-08 04:57:23
1833,3724,516,9.2,Individual foot.,2021-03-22 04:04:29
1834,4627,337,3.57,Something federal.,2023-04-27 15:27:23
1835,857,703,4.05,Toward husband box view.,2020-11-03 03:34:29
1836,2882,835,8.3,Business mean amount position most.,2022-05-13 00:08:08
1837,4810,90,7.63,Imagine statement idea easy.,2023-04-27 19:13:37
1838,3778,434,8.02,Whatever under try.,2021-05-09 05:30:01
1839,1270,953,4.62,West play born.,2024-10-17 16:15:17
1840,876,376,5.93,Woman hot window garden early.,2021-11-13 03:41:22
1841,3268,395,1.5,Themselves gas if various.,2024-08-02 04:53:48
1842,4960,933,5.8,There partner notice.,2020-01-12 07:51:37
1843,1461,16,5.17,Around treat information test.,2020-08-01 00:14:29
1844,4741,965,4.11,Wife law magazine writer.,2023-06-28 19:10:35
1845,2541,249,9.66,Two believe bill wait.,2021-10-05 10:53:03
1846,4618,875,2.99,Life early.,2022-12-10 08:52:14
1847,2056,212,4.16,Growth property citizen appear issue.,2023-11-24 12:15:37
1848,1817,847,7.64,Former sort available thought.,2023-09-14 19:09:59
1849,3339,892,7.45,Position buy.,2020-01-15 13:30:19
1850,2496,300,3.3,Expect nation series.,2020-05-17 17:17:30
1851,1486,286,8.37,Company gas.,2021-01-07 13:58:45
1852,2550,756,1.28,Sister forward almost agency ahead.,2020-09-22 11:58:26
1853,2328,230,4.15,Key build food figure.,2022-01-26 09:30:08
1854,603,484,4.07,Lose American tree others.,2022-05-16 02:02:02
1855,4598,978,4.34,Program where fire during.,2020-01-08 03:13:28
1856,3616,898,6.96,Collection rest.,2023-05-25 19:59:44
1857,468,602,8.23,Care general.,2021-06-23 20:20:04
1858,2088,358,2.21,Improve not wall us.,2020-04-22 01:48:59
1859,3250,596,4.15,Sure course present.,2022-04-12 13:00:23
1860,4258,259,6.78,Poor true interest seven.,2021-02-01 05:51:29
1861,2251,736,8.47,Manage success experience left.,2020-03-08 16:38:45
1862,4550,892,6.35,Number loss.,2020-03-31 09:06:30
1863,575,811,6.81,Chair star prepare social support.,2021-12-16 18:28:09
1864,3176,884,3.33,Happy way understand himself something.,2023-05-30 01:23:18
1865,4752,805,2.6,All point approach.,2024-03-22 02:00:51
1866,2369,529,5.08,Defense star season.,2021-02-11 05:46:25
1867,69,433,8.45,But control write news.,2024-06-25 23:42:39
1868,1085,391,4.5,Family central exist.,2020-03-29 19:27:46
1869,1148,593,6.75,Fine usually wife.,2023-05-29 13:39:21
1870,3034,108,9.1,Free various.,2020-10-25 21:00:19
1871,714,460,1.96,Have type among reach.,2023-06-28 11:19:32
1872,1676,620,6.2,Generation new share campaign.,2022-11-21 04:22:23
1873,2971,611,7.13,Ready beyond real or.,2023-09-01 13:40:45
1874,4299,56,4.68,Huge management economy beautiful.,2023-03-25 01:34:01
1875,1210,723,8.18,We right.,2022-10-12 22:24:23
1876,4388,306,9.98,Garden build color.,2020-10-20 18:28:26
1877,2982,885,6.59,Never share run maintain.,2021-02-10 01:30:39
1878,789,921,9.27,Director long.,2024-10-10 13:35:30
1879,3390,295,3.91,Need choose matter.,2021-03-09 21:08:24
1880,3068,72,4.19,Send above glass test.,2024-11-21 22:28:14
1881,2240,308,4.81,Amount price partner authority.,2024-08-21 11:52:19
1882,864,123,3.66,Impact rather employee cell.,2020-12-16 00:53:07
1883,3787,812,3.89,Board of under situation necessary.,2021-12-01 05:19:07
1884,226,936,9.13,Man part stage watch.,2022-06-01 02:24:01
1885,253,884,8.06,Almost lay send big.,2022-07-27 10:06:23
1886,3525,43,9.89,Doctor personal.,2021-05-02 11:34:02
1887,386,399,6.67,Collection laugh research price.,2020-05-21 04:52:29
1888,3468,994,4.89,Decide account player.,2024-08-29 06:04:25
1889,4304,256,1.66,Want mind final administration.,2023-11-13 17:22:33
1890,4090,917,7.73,Mouth soldier more produce.,2020-01-02 18:12:38
1891,1039,308,3.23,Data me life trade.,2021-06-24 11:45:23
1892,4786,883,8.31,Discuss son see movement gas.,2023-12-05 18:46:30
1893,4256,533,1.36,Phone approach example economic professional.,2020-12-23 21:55:18
1894,953,502,5.99,Listen rate health describe.,2021-06-03 16:37:48
1895,247,538,9.25,Radio letter.,2024-10-21 20:34:36
1896,3877,777,5.65,Campaign anyone majority region.,2021-02-19 00:43:49
1897,4967,166,8.06,Support like hair.,2021-03-19 22:15:53
1898,1536,25,1.87,Product control view.,2022-03-21 22:24:46
1899,1796,738,8.62,Your second dream.,2024-02-16 23:59:02
1900,899,277,8.04,Away free yeah class coach.,2022-06-01 22:17:45
1901,2377,422,9.76,She care.,2024-10-29 07:31:52
1902,4962,547,7.11,Concern people yeah number.,2023-10-09 12:23:07
1903,3307,280,8.94,Big treatment bill.,2024-06-18 21:25:17
1904,1417,639,3.71,Respond name difficult.,2023-08-25 22:21:48
1905,1641,507,1.71,Gun carry picture theory.,2021-09-20 07:01:36
1906,4250,93,1.74,Daughter president meet.,2022-08-21 19:11:35
1907,1399,623,9.79,Position important store bring.,2021-03-13 01:55:28
1908,865,283,5.37,Tv she.,2023-05-24 08:54:20
1909,942,350,8.42,Establish medical view.,2022-10-07 00:55:50
1910,796,63,1.7,Low those the six sport.,2024-07-10 00:47:18
1911,2448,393,9.53,There organization walk.,2023-06-16 14:03:29
1912,1993,756,2.32,Stay parent indeed enjoy.,2021-01-09 20:57:08
1913,4608,195,3.43,Decade later foreign.,2022-06-26 15:02:27
1914,4684,495,8.87,Too risk person affect chair.,2024-08-02 00:53:12
1915,3925,904,6.54,Himself reflect through.,2023-06-13 13:10:55
1916,2716,664,9.09,Anyone step.,2020-06-19 17:51:05
1917,1231,886,6.79,Yeah TV ready myself respond.,2020-07-31 10:21:44
1918,672,445,9.07,Of visit hot notice.,2020-08-08 18:50:01
1919,4346,860,5.94,Key write evidence current list.,2024-11-22 07:56:57
1920,4917,537,3.07,Management both thing expect.,2024-04-22 04:32:57
1921,2943,752,9.81,The concern so beat.,2022-10-31 09:53:40
1922,1421,876,8.17,Course support table.,2022-08-07 17:46:23
1923,1126,581,5.58,Man card affect organization.,2024-04-12 21:06:35
1924,521,584,9.99,According page force father.,2021-11-05 14:26:30
1925,4712,886,9.1,Fine push.,2024-02-08 21:05:08
1926,1866,277,8.83,Lawyer food.,2022-02-18 15:02:54
1927,1702,118,7.81,Affect summer two.,2023-05-28 13:29:22
1928,3385,174,4.28,Course clear forward wrong.,2021-06-16 08:24:04
1929,2243,518,7.43,Bad four ago.,2021-08-26 05:33:36
1930,3590,903,5.03,Almost simply attack exactly commercial.,2024-10-28 15:15:26
1931,3977,982,9.9,Face after anyone.,2022-03-05 01:24:59
1932,2959,350,6.1,Seek reduce leave.,2024-11-02 20:17:28
1933,2383,67,4.11,Section more central.,2021-03-01 01:42:44
1934,153,332,7.57,Election American expert size.,2020-02-24 01:52:14
1935,4975,225,3.13,Director political response.,2021-07-05 01:55:35
1936,2394,277,9.3,Somebody scientist.,2024-07-04 19:50:25
1937,2015,108,1.3,Example human across go.,2021-04-06 16:19:34
1938,641,33,2.95,Capital move.,2023-10-29 19:51:00
1939,818,746,3.88,Choose person identify offer quality.,2021-05-12 04:02:06
1940,3741,685,9.86,Easy national miss.,2020-04-15 10:08:00
1941,2467,142,7.32,Series prove author.,2024-07-12 18:56:31
1942,1885,212,2.61,Suddenly organization.,2022-05-05 18:34:13
1943,4100,599,6.51,Tax television.,2022-05-02 12:51:25
1944,2146,810,7.62,Million rest day true.,2023-11-20 01:24:57
1945,4290,511,3.63,Structure main business identify.,2023-09-27 15:17:53
1946,2424,419,9.78,Travel center especially.,2024-03-28 18:03:00
1947,852,857,8.02,Could Mrs.,2021-01-20 11:55:30
1948,74,92,6.61,Myself culture authority.,2024-04-21 16:56:49
1949,88,541,9.2,Them thus place very so.,2022-07-09 01:06:09
1950,167,200,2.15,Seem story approach.,2022-05-12 11:16:06
1951,4457,134,3.63,Out man discussion until.,2020-09-01 10:15:28
1952,4211,753,9.37,Wait show teach.,2023-11-20 13:17:14
1953,1333,579,8.91,Short enjoy sea.,2022-04-29 14:34:21
1954,4398,361,2.31,Choice various.,2023-10-07 01:41:34
1955,4655,167,4.73,Education coach world position.,2021-07-19 05:25:23
1956,4179,271,5.08,Door themselves.,2023-07-10 12:20:54
1957,3868,194,3.17,At per wind.,2023-06-12 17:18:14
1958,3040,152,2.26,Cold board program very arrive.,2022-11-19 16:27:43
1959,198,411,4.98,Concern environment activity.,2020-01-10 13:16:38
1960,2643,414,9.08,Mother others staff attack.,2020-02-26 14:37:37
1961,4499,714,8.96,Quickly dinner get somebody.,2022-05-17 14:22:49
1962,3152,925,7.58,Well music large use.,2022-12-29 18:30:57
1963,1195,737,7.64,Save sister.,2020-10-06 09:24:40
1964,3944,881,4.5,Travel color market learn.,2023-01-24 20:03:14
1965,553,338,1.22,Expert similar attack contain.,2021-10-05 05:12:19
1966,281,165,2.87,Sea discuss consider through tonight.,2020-06-26 10:31:39
1967,1872,308,5.23,Information bar piece that.,2020-08-25 02:23:32
1968,1691,230,6.75,Bill whether turn.,2023-05-24 01:53:34
1969,2689,19,5.53,Morning list space some sense.,2021-11-18 23:11:10
1970,2205,198,7.2,Scene cold treat question.,2022-10-20 16:25:17
1971,3739,809,1.31,Citizen military quality.,2021-11-05 09:04:43
1972,536,37,8.22,Assume serious reveal all federal.,2020-11-06 06:10:38
1973,802,842,8.12,Scientist act mother see.,2020-07-13 12:32:06
1974,1634,622,2.92,Scientist professional whole large.,2023-06-17 10:43:50
1975,796,315,3.32,Bill score main late.,2020-09-12 07:33:56
1976,2586,409,3.4,Program floor some.,2021-08-05 07:40:00
1977,3338,567,5.58,Task discuss these leader.,2021-01-20 00:19:47
1978,2030,108,7.7,Name whether interview.,2023-09-04 16:41:04
1979,4173,517,1.99,Court through concern.,2023-02-16 19:41:33
1980,2692,795,1.14,Good continue health indeed through.,2021-12-12 07:46:38
1981,3784,406,2.82,Health about.,2022-09-18 13:36:50
1982,3590,280,3.31,Major federal.,2023-12-07 02:33:42
1983,67,230,3.11,Likely improve learn then throughout.,2022-03-20 07:56:58
1984,2730,531,3.99,Tax stand.,2020-05-21 14:43:38
1985,1537,540,8.7,Course sort data size.,2020-10-20 13:05:33
1986,975,9,1.3,Increase agent area write.,2021-03-28 02:58:59
1987,1752,569,3.02,Hit ok forward join.,2024-01-23 07:15:08
1988,3827,483,9.75,Network experience explain mother.,2020-06-03 13:51:44
1989,281,490,1.82,Personal today several program.,2024-10-23 14:45:48
1990,1461,359,1.82,For play.,2024-12-31 16:12:08
1991,3718,110,8.27,Image stay still debate.,2023-12-19 06:02:13
1992,2912,467,1.48,Mission offer arrive.,2024-03-14 05:29:52
1993,708,360,8.35,Down same sit opportunity.,2023-07-12 11:11:28
1994,4038,248,7.33,Case environment fire certainly.,2023-05-05 08:33:29
1995,2005,60,2.51,Against wide arm trip conference.,2021-11-25 10:03:41
1996,4826,424,3.71,Real relationship.,2023-08-26 21:55:31
1997,2650,737,3.46,Beautiful art common collection.,2020-05-06 17:39:59
1998,4284,475,3.33,Animal treatment.,2020-10-28 08:55:54
1999,7,834,2.55,Alone within recently forget.,2020-05-15 16:52:23
2000,2691,373,4.08,Usually project near especially.,2020-04-16 05:44:08
